snapshot_utc,terminal,gas_day,period_from,period_to,indicator,period_type,value_kwh,unit,operator_key,point_key,direction,flow_status,last_update
2026-09-06T23:55:03+00:00,gate,2026-09-05,2026-09-05T06:00:00+02:00,2026-09-05T07:00:00+02:00,Physical Flow,hour,19071111,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-05T08:42:50+02:00
2026-09-06T23:55:03+00:00,gate,2026-09-05,2026-09-05T07:00:00+02:00,2026-09-05T08:00:00+02:00,Physical Flow,hour,19007500,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-05T09:36:50+02:00
2026-09-06T23:55:03+00:00,gate,2026-09-05,2026-09-05T08:00:00+02:00,2026-09-05T09:00:00+02:00,Physical Flow,hour,19001389,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-05T10:41:49+02:00
2026-09-06T23:55:03+00:00,gate,2026-09-05,2026-09-05T09:00:00+02:00,2026-09-05T10:00:00+02:00,Physical Flow,hour,18983333,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-05T11:48:30+02:00
2026-09-06T23:55:03+00:00,gate,2026-09-05,2026-09-05T10:00:00+02:00,2026-09-05T11:00:00+02:00,Physical Flow,hour,18958611,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-05T12:37:29+02:00
2026-09-06T23:55:03+00:00,gate,2026-09-05,2026-09-05T11:00:00+02:00,2026-09-05T12:00:00+02:00,Physical Flow,hour,18972778,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-05T13:23:50+02:00
2026-09-06T23:55:03+00:00,gate,2026-09-05,2026-09-05T12:00:00+02:00,2026-09-05T13:00:00+02:00,Physical Flow,hour,19106944,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-05T14:24:50+02:00
2026-09-06T23:55:03+00:00,gate,2026-09-05,2026-09-05T13:00:00+02:00,2026-09-05T14:00:00+02:00,Physical Flow,hour,19125000,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-05T15:24:49+02:00
2026-09-06T23:55:03+00:00,gate,2026-09-05,2026-09-05T14:00:00+02:00,2026-09-05T15:00:00+02:00,Physical Flow,hour,19120278,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-05T16:41:49+02:00
2026-09-06T23:55:03+00:00,gate,2026-09-05,2026-09-05T15:00:00+02:00,2026-09-05T16:00:00+02:00,Physical Flow,hour,19167222,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-05T17:36:29+02:00
