snapshot_utc,terminal,gas_day,period_from,period_to,indicator,period_type,value_kwh,unit,operator_key,point_key,direction,flow_status,last_update
2026-09-16T00:21:15+00:00,gate,2026-09-15,2026-09-15T06:00:00+02:00,2026-09-15T07:00:00+02:00,Physical Flow,hour,20237778,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-15T09:19:49+02:00
2026-09-16T00:21:15+00:00,gate,2026-09-15,2026-09-15T07:00:00+02:00,2026-09-15T08:00:00+02:00,Physical Flow,hour,20186111,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-15T10:11:29+02:00
2026-09-16T00:21:15+00:00,gate,2026-09-15,2026-09-15T08:00:00+02:00,2026-09-15T09:00:00+02:00,Physical Flow,hour,20143056,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-15T11:22:49+02:00
2026-09-16T00:21:15+00:00,gate,2026-09-15,2026-09-15T09:00:00+02:00,2026-09-15T10:00:00+02:00,Physical Flow,hour,19954722,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-15T12:43:50+02:00
2026-09-16T00:21:15+00:00,gate,2026-09-15,2026-09-15T10:00:00+02:00,2026-09-15T11:00:00+02:00,Physical Flow,hour,19838611,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-15T12:43:50+02:00
2026-09-16T00:21:15+00:00,gate,2026-09-15,2026-09-15T11:00:00+02:00,2026-09-15T12:00:00+02:00,Physical Flow,hour,19885278,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-15T14:10:09+02:00
2026-09-16T00:21:15+00:00,gate,2026-09-15,2026-09-15T12:00:00+02:00,2026-09-15T13:00:00+02:00,Physical Flow,hour,19951944,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-15T15:53:16+02:00
2026-09-16T00:21:15+00:00,gate,2026-09-15,2026-09-15T13:00:00+02:00,2026-09-15T14:00:00+02:00,Physical Flow,hour,19994167,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-15T15:53:16+02:00
2026-09-16T00:21:15+00:00,gate,2026-09-15,2026-09-15T14:00:00+02:00,2026-09-15T15:00:00+02:00,Physical Flow,hour,20025278,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-15T17:18:10+02:00
2026-09-16T00:21:15+00:00,gate,2026-09-15,2026-09-15T15:00:00+02:00,2026-09-15T16:00:00+02:00,Physical Flow,hour,20041111,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-15T18:46:49+02:00
