snapshot_utc,terminal,gas_day,period_from,period_to,indicator,period_type,value_kwh,unit,operator_key,point_key,direction,flow_status,last_update
2026-09-21T22:16:05+00:00,gate,2026-09-20,2026-09-20T06:00:00+02:00,2026-09-20T07:00:00+02:00,Physical Flow,hour,19931111,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-20T08:51:50+02:00
2026-09-21T22:16:05+00:00,gate,2026-09-20,2026-09-20T07:00:00+02:00,2026-09-20T08:00:00+02:00,Physical Flow,hour,19939444,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-20T09:52:58+02:00
2026-09-21T22:16:05+00:00,gate,2026-09-20,2026-09-20T08:00:00+02:00,2026-09-20T09:00:00+02:00,Physical Flow,hour,19938182,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-20T10:56:08+02:00
2026-09-21T22:16:05+00:00,gate,2026-09-20,2026-09-20T09:00:00+02:00,2026-09-20T10:00:00+02:00,Physical Flow,hour,19891111,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-20T11:54:09+02:00
2026-09-21T22:16:05+00:00,gate,2026-09-20,2026-09-20T10:00:00+02:00,2026-09-20T11:00:00+02:00,Physical Flow,hour,19853056,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-20T12:53:51+02:00
2026-09-21T22:16:05+00:00,gate,2026-09-20,2026-09-20T11:00:00+02:00,2026-09-20T12:00:00+02:00,Physical Flow,hour,19811667,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-20T14:26:09+02:00
2026-09-21T22:16:05+00:00,gate,2026-09-20,2026-09-20T12:00:00+02:00,2026-09-20T13:00:00+02:00,Physical Flow,hour,19773333,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-20T14:26:09+02:00
2026-09-21T22:16:05+00:00,gate,2026-09-20,2026-09-20T13:00:00+02:00,2026-09-20T14:00:00+02:00,Physical Flow,hour,19839722,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-20T16:46:50+02:00
2026-09-21T22:16:05+00:00,gate,2026-09-20,2026-09-20T14:00:00+02:00,2026-09-20T15:00:00+02:00,Physical Flow,hour,20057222,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-20T16:46:50+02:00
2026-09-21T22:16:05+00:00,gate,2026-09-20,2026-09-20T15:00:00+02:00,2026-09-20T16:00:00+02:00,Physical Flow,hour,20036944,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-20T17:37:44+02:00
2026-09-21T22:16:05+00:00,gate,2026-09-20,2026-09-20T16:00:00+02:00,2026-09-20T17:00:00+02:00,Physical Flow,hour,20022500,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-20T18:16:49+02:00
2026-09-21T22:16:05+00:00,gate,2026-09-20,2026-09-20T17:00:00+02:00,2026-09-20T18:00:00+02:00,Physical Flow,hour,20031389,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-20T19:31:09+02:00
2026-09-21T22:16:05+00:00,gate,2026-09-20,2026-09-20T18:00:00+02:00,2026-09-20T19:00:00+02:00,Physical Flow,hour,20121944,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-20T20:25:09+02:00
2026-09-21T22:16:05+00:00,gate,2026-09-20,2026-09-20T19:00:00+02:00,2026-09-20T20:00:00+02:00,Physical Flow,hour,20150606,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-20T21:27:50+02:00
2026-09-21T22:16:05+00:00,gate,2026-09-20,2026-09-20T20:00:00+02:00,2026-09-20T21:00:00+02:00,Physical Flow,hour,20198056,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-20T23:28:30+02:00
2026-09-21T22:16:05+00:00,gate,2026-09-20,2026-09-20T21:00:00+02:00,2026-09-20T22:00:00+02:00,Physical Flow,hour,19919444,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-20T23:28:30+02:00
2026-09-21T22:16:05+00:00,gate,2026-09-20,2026-09-20T22:00:00+02:00,2026-09-20T23:00:00+02:00,Physical Flow,hour,19792500,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-21T01:28:49+02:00
2026-09-21T22:16:05+00:00,gate,2026-09-20,2026-09-20T23:00:00+02:00,2026-09-21T00:00:00+02:00,Physical Flow,hour,19698333,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-21T01:28:49+02:00
2026-09-21T22:16:05+00:00,gate,2026-09-21,2026-09-21T00:00:00+02:00,2026-09-21T01:00:00+02:00,Physical Flow,hour,19740556,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-21T02:31:10+02:00
2026-09-21T22:16:05+00:00,gate,2026-09-21,2026-09-21T01:00:00+02:00,2026-09-21T02:00:00+02:00,Physical Flow,hour,19667222,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-21T04:28:49+02:00
