snapshot_utc,terminal,gas_day,period_from,period_to,indicator,period_type,value_kwh,unit,operator_key,point_key,direction,flow_status,last_update
2026-09-04T14:53:39+00:00,gate,2026-09-03,2026-09-03T06:00:00+02:00,2026-09-03T07:00:00+02:00,Physical Flow,hour,18809444,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-03T08:49:09+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-03,2026-09-03T07:00:00+02:00,2026-09-03T08:00:00+02:00,Physical Flow,hour,18879722,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-03T09:53:09+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-03,2026-09-03T08:00:00+02:00,2026-09-03T09:00:00+02:00,Physical Flow,hour,18868611,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-03T12:00:49+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-03,2026-09-03T09:00:00+02:00,2026-09-03T10:00:00+02:00,Physical Flow,hour,18861944,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-03T12:00:49+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-03,2026-09-03T10:00:00+02:00,2026-09-03T11:00:00+02:00,Physical Flow,hour,18868056,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-03T12:55:49+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-03,2026-09-03T11:00:00+02:00,2026-09-03T12:00:00+02:00,Physical Flow,hour,18720000,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-03T13:43:29+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-03,2026-09-03T12:00:00+02:00,2026-09-03T13:00:00+02:00,Physical Flow,hour,18720278,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-03T15:01:50+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-03,2026-09-03T13:00:00+02:00,2026-09-03T14:00:00+02:00,Physical Flow,hour,18784167,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-03T15:43:10+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-03,2026-09-03T14:00:00+02:00,2026-09-03T15:00:00+02:00,Physical Flow,hour,18786944,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-03T16:50:30+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-03,2026-09-03T15:00:00+02:00,2026-09-03T16:00:00+02:00,Physical Flow,hour,18771944,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-03T17:44:29+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-03,2026-09-03T16:00:00+02:00,2026-09-03T17:00:00+02:00,Physical Flow,hour,18763056,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-03T19:24:49+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-03,2026-09-03T17:00:00+02:00,2026-09-03T18:00:00+02:00,Physical Flow,hour,18704444,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-03T20:25:29+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-03,2026-09-03T18:00:00+02:00,2026-09-03T19:00:00+02:00,Physical Flow,hour,18737500,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-03T20:25:29+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-03,2026-09-03T19:00:00+02:00,2026-09-03T20:00:00+02:00,Physical Flow,hour,19021667,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-03T22:26:10+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-03,2026-09-03T20:00:00+02:00,2026-09-03T21:00:00+02:00,Physical Flow,hour,19024722,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-03T23:24:09+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-03,2026-09-03T21:00:00+02:00,2026-09-03T22:00:00+02:00,Physical Flow,hour,18717500,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-04T00:31:29+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-03,2026-09-03T22:00:00+02:00,2026-09-03T23:00:00+02:00,Physical Flow,hour,18604722,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-04T01:28:29+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-03,2026-09-03T23:00:00+02:00,2026-09-04T00:00:00+02:00,Physical Flow,hour,18638333,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-04T01:28:29+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-04,2026-09-04T00:00:00+02:00,2026-09-04T01:00:00+02:00,Physical Flow,hour,18605833,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-04T02:29:09+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-04,2026-09-04T01:00:00+02:00,2026-09-04T02:00:00+02:00,Physical Flow,hour,18698889,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-04T03:28:30+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-04,2026-09-04T02:00:00+02:00,2026-09-04T03:00:00+02:00,Physical Flow,hour,18714444,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-04T04:27:49+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-04,2026-09-04T03:00:00+02:00,2026-09-04T04:00:00+02:00,Physical Flow,hour,18686667,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-04T05:27:10+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-04,2026-09-04T04:00:00+02:00,2026-09-04T05:00:00+02:00,Physical Flow,hour,18741389,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-04T07:36:50+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-04,2026-09-04T05:00:00+02:00,2026-09-04T06:00:00+02:00,Physical Flow,hour,19125278,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-04T07:36:50+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-04,2026-09-04T06:00:00+02:00,2026-09-04T07:00:00+02:00,Physical Flow,hour,19183056,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-04T08:44:50+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-04,2026-09-04T07:00:00+02:00,2026-09-04T08:00:00+02:00,Physical Flow,hour,19082500,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-04T10:00:29+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-04,2026-09-04T08:00:00+02:00,2026-09-04T09:00:00+02:00,Physical Flow,hour,18895556,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-04T11:09:30+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-04,2026-09-04T09:00:00+02:00,2026-09-04T10:00:00+02:00,Physical Flow,hour,18880000,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-04T12:22:10+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-04,2026-09-04T10:00:00+02:00,2026-09-04T11:00:00+02:00,Physical Flow,hour,18982222,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-04T13:25:29+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-04,2026-09-04T11:00:00+02:00,2026-09-04T12:00:00+02:00,Physical Flow,hour,19049444,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-04T13:25:29+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-04,2026-09-04T12:00:00+02:00,2026-09-04T13:00:00+02:00,Physical Flow,hour,19038056,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-04T15:00:29+02:00
2026-09-04T14:53:39+00:00,gate,2026-09-04,2026-09-04T13:00:00+02:00,2026-09-04T14:00:00+02:00,Physical Flow,hour,19113056,kWh/h,NL-TSO-0001,LNG-00027,entry,Provisional,2026-09-04T15:57:31+02:00
2026-09-04T14:53:39+00:00,eems,2026-09-03,2026-09-03T06:00:00+02:00,2026-09-03T07:00:00+02:00,Physical Flow,hour,13146401,kWh/h,NL-TSO-0001,LNG-00068,entry,Provisional,2026-09-03T08:49:09+02:00
2026-09-04T14:53:39+00:00,eems,2026-09-03,2026-09-03T07:00:00+02:00,2026-09-03T08:00:00+02:00,Physical Flow,hour,13146956,kWh/h,NL-TSO-0001,LNG-00068,entry,Provisional,2026-09-03T09:53:09+02:00
2026-09-04T14:53:39+00:00,eems,2026-09-03,2026-09-03T08:00:00+02:00,2026-09-03T09:00:00+02:00,Physical Flow,hour,13151123,kWh/h,NL-TSO-0001,LNG-00068,entry,Provisional,2026-09-03T12:00:49+02:00
2026-09-04T14:53:39+00:00,eems,2026-09-03,2026-09-03T09:00:00+02:00,2026-09-03T10:00:00+02:00,Physical Flow,hour,13148623,kWh/h,NL-TSO-0001,LNG-00068,entry,Provisional,2026-09-03T12:00:49+02:00
2026-09-04T14:53:39+00:00,eems,2026-09-03,2026-09-03T10:00:00+02:00,2026-09-03T11:00:00+02:00,Physical Flow,hour,13152801,kWh/h,NL-TSO-0001,LNG-00068,entry,Provisional,2026-09-03T12:55:49+02:00
2026-09-04T14:53:39+00:00,eems,2026-09-03,2026-09-03T11:00:00+02:00,2026-09-03T12:00:00+02:00,Physical Flow,hour,13165290,kWh/h,NL-TSO-0001,LNG-00068,entry,Provisional,2026-09-03T13:43:29+02:00
2026-09-04T14:53:39+00:00,eems,2026-09-03,2026-09-03T12:00:00+02:00,2026-09-03T13:00:00+02:00,Physical Flow,hour,13170567,kWh/h,NL-TSO-0001,LNG-00068,entry,Provisional,2026-09-03T15:01:50+02:00
2026-09-04T14:53:39+00:00,eems,2026-09-03,2026-09-03T13:00:00+02:00,2026-09-03T14:00:00+02:00,Physical Flow,hour,13167234,kWh/h,NL-TSO-0001,LNG-00068,entry,Provisional,2026-09-03T15:43:10+02:00
2026-09-04T14:53:39+00:00,eems,2026-09-03,2026-09-03T14:00:00+02:00,2026-09-03T15:00:00+02:00,Physical Flow,hour,13153901,kWh/h,NL-TSO-0001,LNG-00068,entry,Provisional,2026-09-03T16:50:30+02:00
2026-09-04T14:53:39+00:00,eems,2026-09-03,2026-09-03T15:00:00+02:00,2026-09-03T16:00:00+02:00,Physical Flow,hour,13158067,kWh/h,NL-TSO-0001,LNG-00068,entry,Provisional,2026-09-03T17:44:29+02:00
2026-09-04T14:53:39+00:00,eems,2026-09-03,2026-09-03T16:00:00+02:00,2026-09-03T17:00:00+02:00,Physical Flow,hour,13164456,kWh/h,NL-TSO-0001,LNG-00068,entry,Provisional,2026-09-03T19:24:49+02:00
2026-09-04T14:53:39+00:00,eems,2026-09-03,2026-09-03T17:00:00+02:00,2026-09-03T18:00:00+02:00,Physical Flow,hour,13173912,kWh/h,NL-TSO-0001,LNG-00068,entry,Provisional,2026-09-03T20:25:29+02:00
