snapshot_utc,series,terminal,sub,epoch_ms,time_label,value_mcm_d
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788411600000.0,,3.4142651365511103
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788411720000.0,,3.4142651365511103
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788411840000.0,,3.3219770506136097
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788411960000.0,,3.3219770506136097
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788412080000.0,,3.3219770506136097
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788412200000.0,,3.3559259031526705
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788412320000.0,,3.3559259031526705
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788412440000.0,,3.3559259031526705
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788412560000.0,,3.3559259031526705
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788412680000.0,,3.30088256819174
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788412800000.0,,3.30088256819174
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788412920000.0,,3.3549371336214198
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788413040000.0,,3.3549371336214198
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788413160000.0,,3.3387864988558
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788413280000.0,,3.3387864988558
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788413400000.0,,3.3387864988558
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788413520000.0,,3.3387864988558
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788413640000.0,,3.3575738523714196
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788413760000.0,,3.3575738523714196
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788413880000.0,,3.3391160886995497
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788414000000.0,,3.3391160886995497
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788414120000.0,,3.3391160886995497
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788414240000.0,,3.3391160886995497
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788414360000.0,,3.3391160886995497
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788414480000.0,,3.3391160886995497
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788414600000.0,,3.3569146726839203
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788414720000.0,,3.3569146726839203
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788414840000.0,,3.3569146726839203
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788414960000.0,,3.3569146726839203
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788415080000.0,,3.3028601072542396
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788415200000.0,,3.3028601072542396
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788415320000.0,,3.3374681394808
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788415440000.0,,3.3374681394808
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788415560000.0,,3.3374681394808
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788415680000.0,,3.3374681394808
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788415800000.0,,3.31769201643392
2026-09-03T14:56:12+00:00,area_trajectory,grain,,1788415920000.0,,3.31769201643392
