snapshot_utc,series,terminal,sub,epoch_ms,time_label,value_mcm_d
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788930000000.0,,3.2102427976839203
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788930120000.0,,3.2102427976839203
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788930240000.0,,3.21287951643392
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788930360000.0,,3.2343035886995497
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788930480000.0,,3.2343035886995497
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788930600000.0,,3.31835156233236
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788930720000.0,,3.31835156233236
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788930840000.0,,3.26363781721517
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788930960000.0,,3.26363781721517
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788931080000.0,,3.3002233885042402
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788931200000.0,,3.3002233885042402
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788931320000.0,,3.2844027097933
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788931440000.0,,3.2844027097933
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788931560000.0,,3.3242841795198603
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788931680000.0,,3.3242841795198603
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788931800000.0,,3.30450805647299
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788931920000.0,,3.30450805647299
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788932040000.0,,3.30450805647299
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788932160000.0,,3.30450805647299
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788932280000.0,,3.2669337156526703
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788932400000.0,,3.2669337156526703
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788932520000.0,,3.2880281980745503
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788932640000.0,,3.2880281980745503
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788932760000.0,,3.2880281980745503
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788932880000.0,,3.2880281980745503
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788933000000.0,,3.2675928953401696
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788933120000.0,,3.2675928953401696
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788933240000.0,,3.2675928953401696
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788933360000.0,,3.2675928953401696
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788933480000.0,,3.2870394285433004
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788933600000.0,,3.2870394285433004
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788933720000.0,,3.2659449461214205
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788933840000.0,,3.2659449461214205
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788933960000.0,,3.1472889402620496
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788934080000.0,,3.1472889402620496
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788934200000.0,,3.2428729246370502
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788934320000.0,,3.2428729246370502
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788934440000.0,,3.20068432600424
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788934560000.0,,3.20068432600424
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788934680000.0,,3.12223937971517
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788934800000.0,,3.12223937971517
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788934920000.0,,3.2560568845979896
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788935040000.0,,3.2560568845979896
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788935160000.0,,3.1571770017854903
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788935280000.0,,3.1571770017854903
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788935400000.0,,3.1746459959261104
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788935520000.0,,3.1746459959261104
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788935640000.0,,3.2109019773714205
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788935760000.0,,3.2109019773714205
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788935880000.0,,3.2478171385042396
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788936000000.0,,3.2478171385042396
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788936120000.0,,3.18717077619955
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788936240000.0,,3.18717077619955
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788936360000.0,,3.18717077619955
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788936480000.0,,3.19903637678549
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788936600000.0,,3.19903637678549
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788936720000.0,,3.19903637678549
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788936840000.0,,3.19903637678549
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788936960000.0,,3.19903637678549
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788937080000.0,,3.1341049803011103
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788937200000.0,,3.1341049803011103
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788937320000.0,,3.1901370847933
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788937440000.0,,3.1901370847933
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788937560000.0,,3.1901370847933
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788937680000.0,,3.1901370847933
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788937800000.0,,3.18123779280111
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788937920000.0,,3.18123779280111
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788938040000.0,,3.18123779280111
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788938160000.0,,3.18123779280111
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788938280000.0,,3.1927738035433
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788938400000.0,,3.1927738035433
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788938520000.0,,3.17200891096517
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788938640000.0,,3.17200891096517
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788938760000.0,,3.17200891096517
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788938880000.0,,3.17200891096517
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788939000000.0,,3.2402362058870504
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788939120000.0,,3.2402362058870504
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788939240000.0,,3.18123779280111
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788939360000.0,,3.18123779280111
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788939480000.0,,3.18123779280111
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788939600000.0,,3.18123779280111
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788939720000.0,,3.2125499265901696
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788939840000.0,,3.2125499265901696
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788939960000.0,,3.1914554441683003
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788940080000.0,,3.1693721922151696
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788940200000.0,,3.1693721922151696
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788940320000.0,,3.1693721922151696
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788940440000.0,,3.2425433347932997
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788940560000.0,,3.2425433347932997
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788940680000.0,,3.2020026853792403
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788940800000.0,,3.2020026853792403
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788940920000.0,,3.2020026853792403
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788941040000.0,,3.19870678694174
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788941160000.0,,3.19870678694174
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788941280000.0,,3.19870678694174
2026-09-09T15:03:59+00:00,area_trajectory,grain,,1788941400000.0,,3.19870678694174
