snapshot_utc,series,terminal,sub,epoch_ms,time_label,value_mcm_d
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788238800000.0,,3.29000573713705
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788238920000.0,,3.29000573713705
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788239040000.0,,3.28044726545736
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788239160000.0,,3.28044726545736
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788239280000.0,,3.28044726545736
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788239400000.0,,3.28044726545736
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788239520000.0,,3.2659449461214205
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788239640000.0,,3.2659449461214205
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788239760000.0,,3.22474511701986
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788239880000.0,,3.22474511701986
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788240000000.0,,3.2781401365511096
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788240120000.0,,3.2781401365511096
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788240240000.0,,3.2613306883089197
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788240360000.0,,3.2613306883089197
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788240480000.0,,3.2010139158479904
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788240600000.0,,3.2010139158479904
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788240720000.0,,3.25276098616049
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788240840000.0,,3.25276098616049
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788240960000.0,,3.2659449461214205
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788241080000.0,,3.2659449461214205
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788241200000.0,,3.17200891096517
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788241320000.0,,3.17200891096517
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788241440000.0,,3.26363781721517
2026-09-01T21:21:41+00:00,area_trajectory,grain,,1788241560000.0,,3.26363781721517
